,payment method,categoria Horeca,metodo Pagamento,venduto,citta,macroregione,regione,provincia,data,transazione media,Profitto
236,visa,Stabilimento Balneare,satispay,218317,Valloriate,Nord-ovest,Piemonte,Cuneo,2019-08-25,47,102124
237,postepay,Enoteca,satispay,923534,Valloriate,Nord-ovest,Piemonte,Cuneo,2019-08-26,96,447042
238,paypal,Pizzeria,contante,917402,Valloriate,Nord-ovest,Piemonte,Cuneo,2019-08-27,54,181549
239,satispay,Ristorante,bancomat,154888,Valloriate,Nord-ovest,Piemonte,Cuneo,2019-08-28,67,64097
240,contante,Pasticceria,postepay,374845,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-08-29,25,3211
241,buono pasto,Stabilimento Balneare,maestro,450287,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-08-30,67,113222
242,maestro,Stabilimento Balneare,satispay,418981,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-08-31,7,40288
243,mastercard,Hotel,postepay,480499,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-01,77,229902
244,bancomat,Pizzeria,satispay,317756,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-02,51,115333
245,carta fedelta,Ristorante,buono pasto,208368,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-03,11,103784
246,visa,Pizzeria,visa,192545,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-04,13,30283
247,postepay,Bar,satispay,816023,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-05,19,340818
248,paypal,Stabilimento Balneare,mastercard,781384,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-06,50,366171
249,satispay,Enoteca,satispay,831433,Castagnole Monferrato,Nord-ovest,Piemonte,Asti,2019-09-07,72,401309
250,contante,Ristorante,carta fedelta,725874,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-08,74,78668
251,buono pasto,Pizzeria,paypal,244150,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-09,24,95684
252,maestro,Stabilimento Balneare,maestro,956681,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-10,26,85992
253,mastercard,Bar,paypal,345594,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-11,44,151368
254,bancomat,Ristorante,satispay,934666,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-12,50,20924
255,carta fedelta,Stabilimento Balneare,buono pasto,678420,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-13,51,113356
256,visa,Pasticceria,paypal,97084,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-14,16,16705
257,postepay,Hotel,satispay,62144,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-15,74,24379
258,paypal,Hotel,mastercard,494833,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-16,61,89927
259,satispay,Pizzeria,maestro,670014,Moncucco Torinese,Nord-ovest,Piemonte,Asti,2019-09-17,29,185010
260,contante,Pizzeria,paypal,78780,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-18,92,25151
261,buono pasto,Stabilimento Balneare,bancomat,716380,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-19,3,237273
262,maestro,Pizzeria,bancomat,581716,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-20,3,158364
263,mastercard,Stabilimento Balneare,satispay,758595,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-21,50,293083
264,bancomat,Hotel,paypal,670374,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-22,72,329494
265,carta fedelta,Ristorante,paypal,250438,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-23,33,107921
266,visa,Pasticceria,contante,64978,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-24,22,28290
267,postepay,Stabilimento Balneare,postepay,781984,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-25,7,161965
268,paypal,Pasticceria,bancomat,73601,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-26,32,10918
269,satispay,Bar,mastercard,749610,Masio,Nord-ovest,Piemonte,Alessandria,2019-09-27,8,16674
270,contante,Pizzeria,contante,857988,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-09-28,35,276774
271,buono pasto,Stabilimento Balneare,contante,952960,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-09-29,56,464632
272,maestro,Ristorante,postepay,400293,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-09-30,46,20416
273,mastercard,Stabilimento Balneare,satispay,270849,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-01,90,16797
274,bancomat,Hotel,buono pasto,992029,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-02,13,179359
275,carta fedelta,Pizzeria,mastercard,627962,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-03,58,224602
276,visa,Pasticceria,maestro,271419,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-04,8,84520
277,postepay,Pasticceria,mastercard,114349,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-05,9,52795
278,paypal,Ristorante,paypal,109157,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-06,27,10326
279,satispay,Stabilimento Balneare,buono pasto,894308,Sezzadio,Nord-ovest,Piemonte,Alessandria,2019-10-07,23,167824
280,contante,Enoteca,visa,289203,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-08,28,8121
281,buono pasto,Pizzeria,satispay,6331,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-09,4,3089
282,maestro,Enoteca,carta fedelta,416926,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-10,18,12110
283,mastercard,Enoteca,mastercard,612820,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-11,31,262559
284,bancomat,Ristorante,bancomat,20799,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-12,50,2020
285,carta fedelta,Enoteca,postepay,166512,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-13,23,42394
286,visa,Bar,maestro,451651,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-14,22,5060
287,postepay,Stabilimento Balneare,buono pasto,177426,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-15,14,34112
288,paypal,Stabilimento Balneare,mastercard,703678,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-16,53,69228
289,satispay,Enoteca,carta fedelta,533868,Solonghello,Nord-ovest,Piemonte,Alessandria,2019-10-17,3,225259
290,contante,Stabilimento Balneare,bancomat,795115,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-18,42,216673
291,buono pasto,Pizzeria,mastercard,134999,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-19,86,31793
292,maestro,Pasticceria,carta fedelta,657190,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-20,55,299303
293,mastercard,Bar,bancomat,297195,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-21,65,96568
294,bancomat,Stabilimento Balneare,bancomat,465192,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-22,3,132051
295,carta fedelta,Ristorante,bancomat,591593,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-23,8,287024
296,visa,Pizzeria,satispay,963128,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-24,66,409573
297,postepay,Hotel,bancomat,63900,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-25,9,20088
298,paypal,Hotel,carta fedelta,982103,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-26,51,432390
299,satispay,Hotel,visa,145394,Cavaglià,Nord-ovest,Piemonte,Biella,2019-10-27,87,37569
300,contante,Ristorante,buono pasto,715387,Salussola,Nord-ovest,Piemonte,Biella,2019-10-28,84,19501
301,buono pasto,Hotel,bancomat,104734,Salussola,Nord-ovest,Piemonte,Biella,2019-10-29,67,28754
302,maestro,Stabilimento Balneare,maestro,51656,Salussola,Nord-ovest,Piemonte,Biella,2019-10-30,80,11098
303,mastercard,Ristorante,contante,498617,Salussola,Nord-ovest,Piemonte,Biella,2019-10-31,45,26573
304,bancomat,Stabilimento Balneare,postepay,705298,Salussola,Nord-ovest,Piemonte,Biella,2019-11-01,12,130404
305,carta fedelta,Ristorante,visa,944033,Salussola,Nord-ovest,Piemonte,Biella,2019-11-02,56,290870
306,visa,Pasticceria,mastercard,35062,Salussola,Nord-ovest,Piemonte,Biella,2019-11-03,98,14100
307,postepay,Hotel,contante,732103,Salussola,Nord-ovest,Piemonte,Biella,2019-11-04,28,351018
308,paypal,Stabilimento Balneare,satispay,441284,Salussola,Nord-ovest,Piemonte,Biella,2019-11-05,86,114944
309,satispay,Pasticceria,buono pasto,625513,Salussola,Nord-ovest,Piemonte,Biella,2019-11-06,24,263049
310,contante,Ristorante,visa,387880,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-07,7,145155
311,buono pasto,Ristorante,contante,214824,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-08,27,38799
312,maestro,Bar,paypal,106095,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-09,62,10560
313,mastercard,Hotel,satispay,363947,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-10,97,167812
314,bancomat,Stabilimento Balneare,satispay,358695,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-11,72,33532
315,carta fedelta,Stabilimento Balneare,visa,399567,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-12,29,164203
316,visa,Hotel,postepay,998746,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-13,59,59562
317,postepay,Enoteca,bancomat,605752,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-14,67,89760
318,paypal,Hotel,contante,878826,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-15,52,381994
319,satispay,Ristorante,buono pasto,773624,Valdengo,Nord-ovest,Piemonte,Biella,2019-11-16,30,346565
320,contante,Stabilimento Balneare,mastercard,314475,Zimone,Nord-ovest,Piemonte,Biella,2019-11-17,50,152254
321,buono pasto,Hotel,buono pasto,835650,Zimone,Nord-ovest,Piemonte,Biella,2019-11-18,76,22877
322,maestro,Pizzeria,bancomat,392974,Zimone,Nord-ovest,Piemonte,Biella,2019-11-19,76,135586
323,mastercard,Pasticceria,mastercard,676008,Zimone,Nord-ovest,Piemonte,Biella,2019-11-20,7,64347
324,bancomat,Pizzeria,bancomat,944681,Zimone,Nord-ovest,Piemonte,Biella,2019-11-21,57,457336
325,carta fedelta,Hotel,carta fedelta,620785,Zimone,Nord-ovest,Piemonte,Biella,2019-11-22,20,97096
326,visa,Enoteca,maestro,530319,Zimone,Nord-ovest,Piemonte,Biella,2019-11-23,22,121236
327,postepay,Pizzeria,satispay,376491,Zimone,Nord-ovest,Piemonte,Biella,2019-11-24,60,150824
328,paypal,Enoteca,paypal,218888,Zimone,Nord-ovest,Piemonte,Biella,2019-11-25,20,30020
329,satispay,Hotel,postepay,909724,Zimone,Nord-ovest,Piemonte,Biella,2019-11-26,34,147890
330,contante,Enoteca,paypal,889856,Valdilana,Nord-ovest,Piemonte,Biella,2019-11-27,59,374786
331,buono pasto,Ristorante,visa,801783,Valdilana,Nord-ovest,Piemonte,Biella,2019-11-28,96,327533
332,maestro,Ristorante,buono pasto,652249,Valdilana,Nord-ovest,Piemonte,Biella,2019-11-29,49,122246
333,mastercard,Hotel,maestro,445051,Valdilana,Nord-ovest,Piemonte,Biella,2019-11-30,42,47369
334,bancomat,Ristorante,bancomat,786611,Valdilana,Nord-ovest,Piemonte,Biella,2019-12-01,8,116100
335,carta fedelta,Hotel,carta fedelta,818033,Valdilana,Nord-ovest,Piemonte,Biella,2019-12-02,6,203733
336,visa,Pasticceria,buono pasto,430480,Valdilana,Nord-ovest,Piemonte,Biella,2019-12-03,8,41152
337,postepay,Ristorante,satispay,34303,Valdilana,Nord-ovest,Piemonte,Biella,2019-12-04,18,13934
338,paypal,Enoteca,visa,336524,Valdilana,Nord-ovest,Piemonte,Biella,2019-12-05,9,117446
339,satispay,Pizzeria,buono pasto,908552,Valdilana,Nord-ovest,Piemonte,Biella,2019-12-06,88,208454
340,contante,Bar,carta fedelta,475593,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-07,64,120665
341,buono pasto,Hotel,buono pasto,133721,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-08,71,55027
342,maestro,Ristorante,paypal,860475,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-09,37,323186
343,mastercard,Stabilimento Balneare,mastercard,866506,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-10,100,101686
344,bancomat,Ristorante,postepay,219466,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-11,32,38471
345,carta fedelta,Pizzeria,satispay,295948,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-12,11,29416
346,visa,Ristorante,bancomat,300937,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-13,29,76756
347,postepay,Hotel,paypal,789612,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-14,58,222435
348,paypal,Ristorante,postepay,465931,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-15,54,108490
349,satispay,Ristorante,satispay,187276,Cossogno,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-16,85,89277
350,contante,Enoteca,paypal,65501,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-17,46,27406
351,buono pasto,Ristorante,visa,876819,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-18,39,408163
352,maestro,Hotel,bancomat,204462,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-19,83,80679
353,mastercard,Bar,visa,691792,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-20,61,191503
354,bancomat,Bar,paypal,592962,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-21,18,99590
355,carta fedelta,Stabilimento Balneare,visa,638442,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-22,98,128871
356,visa,Enoteca,visa,977199,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-23,78,222262
357,postepay,Ristorante,mastercard,878373,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-24,51,239194
358,paypal,Bar,visa,345098,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-25,39,152852
359,satispay,Stabilimento Balneare,satispay,637618,Miazzina,Nord-ovest,Piemonte,Verbano-Cusio-Ossola,2019-12-26,32,114369
360,contante,Enoteca,mastercard,13970,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2019-12-27,13,1983
361,buono pasto,Hotel,visa,616201,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2019-12-28,99,212959
362,maestro,Hotel,contante,801564,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2019-12-29,76,12334
363,mastercard,Pizzeria,bancomat,868841,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2019-12-30,47,142242
364,bancomat,Hotel,paypal,767016,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2019-12-31,54,222677
365,carta fedelta,Ristorante,mastercard,596473,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-01,99,225928
366,visa,Bar,contante,713559,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-02,93,237581
367,postepay,Stabilimento Balneare,satispay,478017,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-03,39,92518
368,paypal,Enoteca,contante,489036,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-04,53,119038
369,satispay,Pasticceria,mastercard,296321,Valsavarenche,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-05,51,41692
370,contante,Hotel,bancomat,496449,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-06,93,108286
371,buono pasto,Enoteca,bancomat,33198,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-07,51,12071
372,maestro,Stabilimento Balneare,mastercard,671057,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-08,83,174952
373,mastercard,Stabilimento Balneare,buono pasto,816967,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-09,94,98508
374,bancomat,Pasticceria,bancomat,408800,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-10,46,70655
375,carta fedelta,Pizzeria,buono pasto,266791,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-11,45,73865
376,visa,Stabilimento Balneare,maestro,991197,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-12,11,423843
377,postepay,Stabilimento Balneare,buono pasto,657054,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-13,72,48779
378,paypal,Enoteca,mastercard,435245,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-14,2,11685
379,satispay,Hotel,postepay,575721,Verrayes,Nord-ovest,Valle d'Aosta/Vallée d'Aoste,Verbano-Cusio-Ossola,2020-01-15,96,47307
380,contante,Hotel,mastercard,981424,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-16,17,202011
381,buono pasto,Enoteca,paypal,473283,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-17,35,136188
382,maestro,Stabilimento Balneare,satispay,393857,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-18,41,105532
383,mastercard,Enoteca,paypal,892768,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-19,45,228922
384,bancomat,Bar,satispay,57123,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-20,68,9142
385,carta fedelta,Bar,satispay,323956,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-21,43,121108
386,visa,Stabilimento Balneare,paypal,409128,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-22,81,140391
387,postepay,Ristorante,postepay,693662,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-23,74,194048
388,paypal,Pasticceria,contante,226438,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-24,49,71655
389,satispay,Bar,visa,897809,Castelveccana,Nord-ovest,Lombardia,Como,2020-01-25,46,353501
390,contante,Enoteca,satispay,82952,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-01-26,13,27041
391,buono pasto,Enoteca,buono pasto,275477,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-01-27,10,8365
392,maestro,Pasticceria,buono pasto,40451,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-01-28,31,6433
393,mastercard,Pizzeria,bancomat,165327,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-01-29,85,72695
394,bancomat,Hotel,paypal,355451,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-01-30,9,84671
395,carta fedelta,Stabilimento Balneare,paypal,800854,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-01-31,16,145255
396,visa,Hotel,carta fedelta,809748,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-02-01,73,703
397,postepay,Bar,postepay,327116,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-02-02,36,85005
398,paypal,Pizzeria,visa,663571,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-02-03,70,313002
399,satispay,Pizzeria,paypal,852140,Jerago con Orago,Nord-ovest,Lombardia,Como,2020-02-04,73,215827
400,contante,Enoteca,visa,250585,Tradate,Nord-ovest,Lombardia,Como,2020-02-05,6,124288
401,buono pasto,Pasticceria,maestro,291886,Tradate,Nord-ovest,Lombardia,Como,2020-02-06,95,115839
402,maestro,Enoteca,buono pasto,445189,Tradate,Nord-ovest,Lombardia,Como,2020-02-07,67,149929
403,mastercard,Ristorante,mastercard,399212,Tradate,Nord-ovest,Lombardia,Como,2020-02-08,39,151434
404,bancomat,Pasticceria,paypal,611445,Tradate,Nord-ovest,Lombardia,Como,2020-02-09,66,170423
405,carta fedelta,Ristorante,carta fedelta,150795,Tradate,Nord-ovest,Lombardia,Como,2020-02-10,96,30050
406,visa,Hotel,bancomat,670334,Tradate,Nord-ovest,Lombardia,Como,2020-02-11,86,305233
407,postepay,Pasticceria,buono pasto,547421,Tradate,Nord-ovest,Lombardia,Como,2020-02-12,85,100439
408,paypal,Enoteca,maestro,44991,Tradate,Nord-ovest,Lombardia,Como,2020-02-13,50,17271
409,satispay,Pasticceria,bancomat,885384,Tradate,Nord-ovest,Lombardia,Como,2020-02-14,31,71867
410,contante,Hotel,buono pasto,510950,Barni,Nord-ovest,Lombardia,Como,2020-02-15,35,31578
411,buono pasto,Hotel,postepay,883071,Barni,Nord-ovest,Lombardia,Como,2020-02-16,24,240644
412,maestro,Ristorante,contante,413140,Barni,Nord-ovest,Lombardia,Como,2020-02-17,71,90204
413,mastercard,Enoteca,paypal,797799,Barni,Nord-ovest,Lombardia,Como,2020-02-18,51,234904
414,bancomat,Pizzeria,postepay,442088,Barni,Nord-ovest,Lombardia,Como,2020-02-19,90,16347
415,carta fedelta,Hotel,paypal,7431,Barni,Nord-ovest,Lombardia,Como,2020-02-20,60,2608
416,visa,Pasticceria,bancomat,581259,Barni,Nord-ovest,Lombardia,Como,2020-02-21,98,231469
417,postepay,Hotel,bancomat,201020,Barni,Nord-ovest,Lombardia,Como,2020-02-22,49,89802
418,paypal,Bar,contante,266349,Barni,Nord-ovest,Lombardia,Como,2020-02-23,72,55403
419,satispay,Enoteca,mastercard,199630,Barni,Nord-ovest,Lombardia,Como,2020-02-24,73,91376
420,contante,Ristorante,visa,338994,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-02-25,6,130468
421,buono pasto,Bar,satispay,100293,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-02-26,60,3331
422,maestro,Hotel,mastercard,111135,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-02-27,33,25148
423,mastercard,Pizzeria,mastercard,224735,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-02-28,78,53391
424,bancomat,Enoteca,satispay,562308,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-02-29,54,21110
425,carta fedelta,Stabilimento Balneare,mastercard,405765,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-03-01,71,117800
426,visa,Pasticceria,postepay,737637,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-03-02,15,124397
427,postepay,Hotel,buono pasto,974816,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-03-03,35,216824
428,paypal,Pasticceria,bancomat,937010,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-03-04,18,403346
429,satispay,Stabilimento Balneare,contante,340101,Bulgarograsso,Nord-ovest,Lombardia,Como,2020-03-05,35,75524
430,contante,Enoteca,carta fedelta,480791,Cantù,Nord-ovest,Lombardia,Como,2020-03-06,6,193475
431,buono pasto,Enoteca,mastercard,79328,Cantù,Nord-ovest,Lombardia,Como,2020-03-07,13,19908
432,maestro,Enoteca,visa,143396,Cantù,Nord-ovest,Lombardia,Como,2020-03-08,90,57119
433,mastercard,Ristorante,postepay,482041,Cantù,Nord-ovest,Lombardia,Como,2020-03-09,31,26681
434,bancomat,Pizzeria,carta fedelta,308761,Cantù,Nord-ovest,Lombardia,Como,2020-03-10,43,121424
435,carta fedelta,Hotel,postepay,112795,Cantù,Nord-ovest,Lombardia,Como,2020-03-11,67,574
436,visa,Bar,carta fedelta,799776,Cantù,Nord-ovest,Lombardia,Como,2020-03-12,70,220191
437,postepay,Pizzeria,satispay,314540,Cantù,Nord-ovest,Lombardia,Como,2020-03-13,93,39132
438,paypal,Stabilimento Balneare,maestro,124546,Cantù,Nord-ovest,Lombardia,Como,2020-03-14,69,39719
439,satispay,Bar,contante,2579,Cantù,Nord-ovest,Lombardia,Como,2020-03-15,90,611
440,contante,Hotel,postepay,562040,Capiago Intimiano,Nord-ovest,Lombardia,Como,2020-03-16,81,81569
441,buono pasto,Hotel,contante,577917,Capiago Intimiano,Nord-ovest,Lombardia,Como,2020-03-17,74,8597
442,maestro,Pasticceria,maestro,360203,Capiago Intimiano,Nord-ovest,Lombardia,Como,2020-03-18,17,171189
443,mastercard,Bar,contante,566710,Capiago Intimiano,Nord-ovest,Lombardia,Como,2020-03-19,71,89854
444,bancomat,Enoteca,mastercard,478508,Capiago Intimiano,Nord-ovest,Lombardia,Como,2020-03-20,5,181432
